0.000000	77.667996	0.000785	-0.200000
0.010000	77.736503	0.000467	
0.020000	77.737667	0.001104	
0.030000	77.774536	0.000467	
0.040000	77.649490	0.000467	
0.050000	77.569959	0.000467	
0.060000	77.687627	0.000785	
0.070000	77.667335	0.000785	
0.080000	77.708228	0.000785	
0.090000	77.902652	0.000148	
0.100000	77.667596	0.000785	-0.280000
0.110000	77.568629	0.000785	
0.120000	77.729849	0.000467	
0.130000	77.704028	-0.000170	
0.140000	77.640819	0.000148	
0.150000	77.746824	0.000148	
0.160000	77.612800	0.000467	
0.170000	77.778356	0.000148	
0.180000	77.638577	0.000467	
0.190000	77.788832	0.000785	
0.200000	77.757996	0.000467	-0.200000
0.210000	77.717669	-0.000170	
0.220000	77.774114	0.001423	
0.230000	77.747915	0.000467	
0.240000	77.645255	0.000467	
0.250000	77.613763	0.000467	
0.260000	77.632276	-0.000170	
0.270000	77.568272	0.001104	
0.280000	77.602278	0.000785	
0.290000	77.711941	0.000785	
0.300000	77.715012	0.000467	-0.280000
0.310000	77.770949	0.000785	
0.320000	77.810037	0.001104	
0.330000	77.601933	0.001104	
0.340000	77.816807	0.001104	
0.350000	77.622792	0.000467	
0.360000	77.629910	0.001741	
0.370000	77.611710	0.000467	
0.380000	77.657918	0.000148	
0.390000	77.747088	0.000785	
0.400000	77.758304	0.000785	-0.200000
0.410000	77.688024	0.000148	
0.420000	77.790266	-0.000170	
0.430000	77.719700	0.001423	
0.440000	77.607306	0.001104	
0.450000	77.624731	0.001104	
0.460000	77.646555	0.000785	
0.470000	77.784037	-0.000170	
0.480000	77.643565	0.000785	
0.490000	77.776696	0.000467	
0.500000	77.633097	0.000467	-0.280000
0.510000	77.569563	0.001104	
0.520000	77.627062	0.001104	
0.530000	77.536910	-0.000170	
0.540000	77.661259	0.001104	
0.550000	77.675267	0.000785	
0.560000	77.653177	0.000467	
0.570000	77.804487	0.000785	
0.580000	77.582522	0.000785	
0.590000	77.709303	0.001104	
0.600000	77.543726	0.000148	-0.080000
0.610000	77.703135	0.001423	
0.620000	77.644457	0.000785	
0.630000	77.667333	0.001741	
0.640000	77.737047	0.000785	
0.650000	77.776721	0.001104	
0.660000	77.682683	0.001104	
0.670000	77.720851	0.000148	
0.680000	77.655154	0.000467	
0.690000	77.654517	0.001104	
0.700000	77.665530	0.000467	-0.200000
0.710000	77.713472	0.001104	
0.720000	77.763538	0.000467	
0.730000	77.668073	-0.000170	
0.740000	77.693971	0.001104	
0.750000	77.669260	0.000467	
0.760000	77.709827	0.000467	
0.770000	77.653671	0.000785	
0.780000	77.742047	0.000467	
0.790000	77.667116	0.000148	
0.800000	77.781358	0.001104	-0.280000
0.810000	77.673070	0.001104	
0.820000	77.599712	0.000785	
0.830000	77.597518	0.000148	
0.840000	77.793193	0.000148	
0.850000	77.678528	0.000785	
0.860000	77.550999	0.000467	
0.870000	77.684333	0.000467	
0.880000	77.721639	0.000148	
