0.000000	335.877547	0.000467	-0.280000
0.010000	335.828716	0.000785	
0.020000	335.774332	0.000785	
0.030000	335.777701	0.001104	
0.040000	335.708088	0.000148	
0.050000	335.844043	0.001104	
0.060000	335.844091	0.001423	
0.070000	335.651477	0.000467	
0.080000	335.848301	0.000467	
0.090000	335.923002	-0.000489	
0.100000	335.771816	-0.000489	-0.280000
0.110000	335.744222	0.000148	
0.120000	335.750979	0.000785	
0.130000	335.804662	0.000148	
0.140000	335.692110	0.000785	
0.150000	335.811948	0.000467	
0.160000	335.787666	0.000785	
0.170000	335.883778	0.001104	
0.180000	335.779098	0.000785	
0.190000	335.693650	0.000785	
0.200000	335.769453	0.000467	-0.080000
0.210000	335.867251	0.000785	
0.220000	335.869339	0.000467	
0.230000	335.901441	0.000467	
0.240000	335.711136	0.000148	
0.250000	335.919795	0.000148	
0.260000	335.775619	0.000467	
0.270000	335.848463	0.000148	
0.280000	335.837237	0.000467	
0.290000	335.879111	-0.000170	
0.300000	335.689157	-0.000170	-0.080000
0.310000	335.881961	0.001104	
0.320000	335.882272	0.001104	
0.330000	335.675413	0.001104	
0.340000	335.734771	0.000785	
0.350000	335.816728	0.000148	
0.360000	335.844800	0.000148	
0.370000	335.926048	0.000785	
0.380000	335.699781	0.000785	
0.390000	335.655904	0.000148	
0.400000	335.858091	0.000148	-0.200000
0.410000	335.837682	-0.000170	
0.420000	335.814838	0.000148	
0.430000	335.698056	0.001104	
0.440000	335.747828	0.000148	
0.450000	335.968339	0.001423	
0.460000	335.700970	0.001423	
0.470000	335.769655	0.001104	
0.480000	335.689683	0.001104	
0.490000	335.723230	0.000785	
0.500000	335.822532	0.001423	0.000000
0.510000	335.771824	0.000785	
0.520000	335.716824	0.000148	
0.530000	335.786147	0.001104	
0.540000	335.676381	0.000467	
0.550000	335.859052	0.000467	
0.560000	335.746324	0.001423	
0.570000	335.775942	0.000785	
0.580000	335.879940	0.001104	
0.590000	335.947485	0.000467	
0.600000	335.794915	0.000785	-0.080000
0.610000	335.815501	0.001104	
0.620000	335.762035	0.000467	
0.630000	335.738115	0.000785	
0.640000	335.854062	0.000467	
0.650000	335.659929	0.001104	
0.660000	335.861749	0.001104	
0.670000	335.643538	0.000785	
